Text: making lunch | Sentiment: Negative
Text: squishynoms get mumps thankfully life spared woop | Sentiment: Negative
Text: wan na fucking sleep never wake ever | Sentiment: Negative
Text: messi tired | Sentiment: Negative
Text: rt waynerooney congratulations joe cole brilliant career enjoy retirement mate https co | Sentiment: Negative
Text: rt iriswestallens want remind without iris barry allen would dead right useless right theflash | Sentiment: Positive
Text: thefemgeek interesting asking question | Sentiment: Negative
Text: markgeollli pls bring image mind ready die | Sentiment: Negative
Text: mummyofmany home made brownies | Sentiment: Negative
Text: hi chew literally best fucking candy ever | Sentiment: Negative
Text: think live sexually abused years take one second reliving feeling hands body would rather take life live guilt shame feel tell anyone happened feel like going insane | Sentiment: Positive
Text: love new song chorus real nice catchy gud job track recording jordan | Sentiment: Negative
Text: ended hospital suicide attempt heart messed wont let leave medically stable go psych hospital sure work | Sentiment: Negative
Text: ergo dreams would crushed would work dead end job rest life let forms https co qypihvqkmk | Sentiment: Negative
Text: mykitchenstore planning first one year egg hunt | Sentiment: Negative
Text: quite bored reallyyy phone baby | Sentiment: Negative
Text: rt deepee xo fun amp games throwing hotcheetos https co | Sentiment: Negative
Text: easter egg without calories http www etsy com view listing php listing id | Sentiment: Negative
Text: missgc yeah seen reply congrats dear must happy | Sentiment: Negative
Text: dandad beautifully designed fully accessible html website | Sentiment: Negative
Text: missed chance love death cant come fast enough iq thats percentile also ms ba top ten schools cant figure somehow old attract someone attracted behind ivy graduate years old temp position enough make worth something tired loved envy attention women get dont think ever wanted like good enough | Sentiment: Positive
Text: hughsbeautiful gon na awesome eeek one week | Sentiment: Negative
Text: raikb tired everything | Sentiment: Negative
Text: feeling happy giant box chocolates arrived morning easter wonderful underrated holiday | Sentiment: Negative
Text: wolfgirl may wait longer waiting someone ask lol | Sentiment: Negative
Text: got back sweltering morning covering cowboys preseason training air con office broken https co | Sentiment: Negative
Text: theschwasound feraljokes fuck somebody come kill please | Sentiment: Negative
Text: capnskulduggery oh dear nearly bedtime least sure tomorrow better urge hibernate got work | Sentiment: Negative
Text: ozazure trimmed post photos soon | Sentiment: Negative
Text: pixieguts really call superman save need ya | Sentiment: Negative
Text: hates people facebook trying convince get iphone | Sentiment: Negative
Text: vkwheels love fact said like chandler head read kept reading saw say quot like chandler quot | Sentiment: Negative
Text: need give big huge massive shout manny hockey scraper expertise amazing intelligence https co | Sentiment: Negative
Text: greyseer decently functional work today | Sentiment: Negative
Text: leaving forever miss whatever | Sentiment: Negative
Text: working like crazy | Sentiment: Negative
Text: deinstallation fun wielding power drills amp love spreadsheet organization | Sentiment: Negative
Text: bought new reads ten commandments business failure softies new friends sew crochet | Sentiment: Negative
Text: care fuck end day came world alone im gon die alone sai https co cuqdomxwlv | Sentiment: Negative
Text: deahq raid drs offices know illegal fentanyl thru mail killing people people https co | Sentiment: Negative
Text: going kill tonight lesbian grad student conservative big name school america life shit lonely girls want use sex dont feel loved friends ive struggling find dissertation lab invented something professor undergrad shes stealing giving credit want make sure right way gone fucking tired feeling valued | Sentiment: Positive
Text: webfreelancer hi hi | Sentiment: Negative
Text: sagebrennan uuuuuuuuggghhhhhh chinese english | Sentiment: Negative
Text: mileycyrus lol conbrainer store thats cute | Sentiment: Negative
Text: want kill | Sentiment: Negative
Text: tired | Sentiment: Negative
Text: electroginge buy mac yay | Sentiment: Negative
Text: childfreeonline yes would pay fly childfree section | Sentiment: Negative
Text: always fucking stressing good day day feel like im going fucking lose wouldnt care tho im worthless | Sentiment: Positive
Text: going lilyroseallen keen come june | Sentiment: Negative
Text: today almost kill almost hit truck thank god | Sentiment: Negative
Text: aamelia lots many illegaly downloaded lost haz whatev ones tozz emails | Sentiment: Negative
Text: good morning tweeterville looking forward tweets today make awesome day | Sentiment: Negative
Text: everything | Sentiment: Negative
Text: cookie dough like hey eat raw could make sick realizing ready die things liked less | Sentiment: Negative
Text: dont feel right used goals things looked forward every day passes feel worse worse want end already | Sentiment: Positive
Text: want get ass done tired living life | Sentiment: Positive
Text: im serious ever dont think guts sadly suicide wouldnt lea https co | Sentiment: Negative
Text: jinjadev watch brick wall jumps caffeine rush ends | Sentiment: Negative
Text: thousand percent done protocols everything else tired explaining giving back https co | Sentiment: Negative
Text: rt iamfabrizio sometimes life amp love situations order move ahead give vulnerable amp | Sentiment: Negative
Text: http tr im imng made new fluid icon use amiestreet | Sentiment: Negative
Text: harbars managed fix broken moss min save demo well done spbpuk | Sentiment: Negative
Text: rainbowdarling lol grumpy bitter | Sentiment: Negative
Text: imaginary girlfriend wants nft xmas buying | Sentiment: Negative
Text: wants something eat cant decide shortstack home away hi tori | Sentiment: Negative
Text: rt tameramowrytwo happy birthday aden alaina excited come birthday party said buddy lives | Sentiment: Negative
Text: http twitpic com boyfriend tom birthday night | Sentiment: Negative
Text: wait take back fucking hate living markham want actually kill damn | Sentiment: Positive
Text: becaus honestly nothing wrong dont know fuck wrong sia feel worthless gave https co | Sentiment: Negative
Text: rt vibefeeiings hardest times often lead greatest moments life keep faith worth end | Sentiment: Negative
Text: goes well show average american trying retire die hungry alone | Sentiment: Negative
Text: rt nonwhitehat naming laws dead children cynical ploy support law must want kids die li | Sentiment: Positive
Text: harrietlulu weird yesterday thinking really wanted listen christmas songs strange think | Sentiment: Negative
Text: saw deer backyard bedroom window morning | Sentiment: Negative
Text: rt ruinpeach everyone fighting dead wessa kids dead jem going die one day along jessa | Sentiment: Negative
Text: rt one day ill kill suicide note shit like arms kinda chubby bye | Sentiment: Positive
Text: getting tired living day every single day | Sentiment: Negative
Text: xxandip uh oh take someone cant spell name im katie hate people put katy | Sentiment: Negative
Text: right nsb archive done dusted ape accounts date freeland winner sorted haha real work | Sentiment: Negative
Text: wants stimulated already | Sentiment: Negative
Text: vintage twit thanks offer | Sentiment: Negative
Text: rt speakyourselfsg always hated life always felt like nothing live bts helped | Sentiment: Positive
Text: rt uglythxughts im tired everything going life | Sentiment: Negative
Text: dropped fucking teasers class yeah want die right https co nbjotshmuw | Sentiment: Negative
Text: failure loser waste life want finally close pathetic story concern debt cant leave family | Sentiment: Positive
Text: getting english doneee ahh cant wait till holidays | Sentiment: Negative
Text: tyson smells like cookies | Sentiment: Negative
Text: waiting train go ellen fish pie dinz waiting moment life | Sentiment: Negative
Text: tikitosca new york please | Sentiment: Negative
Text: tired living college wan na drop work somewhere far away everyone https co | Sentiment: Negative
Text: every damn day hate https co | Sentiment: Negative
Text: eleahbaant sure | Sentiment: Negative
Text: whitneyhess reminds quot emotional response quot point deleting mails gmail turn face recognition iphoto | Sentiment: Negative
Text: jdickerson www youtube com watch videos comment amp suscribe amp follow cheers | Sentiment: Negative
Text: shaileemody thats killing smile flattered | Sentiment: Negative
Text: rapiertwit people say feel expressionistic never heard say pointalistic | Sentiment: Negative
Text: carolw misery loves company | Sentiment: Negative
Text: learning twitter beats taxes | Sentiment: Negative
Text: fucking end life | Sentiment: Negative
Text: ekalavyab saw smetime back bloody creative | Sentiment: Negative
Text: rt neerajka congratulations everyone bought wiretap could buy stuff easily https co | Sentiment: Negative
Text: wasim tired everything | Sentiment: Negative
Text: want able focus solving problem worrying might said done | Sentiment: Negative
Text: sex dreams least favorite dreams like always weird appear nowhere think https co | Sentiment: Negative
Text: guys look cube edh fun xion kingdomhearts profile pic resemblance | Sentiment: Negative
Text: im going fucking kill cuz purpose earth cuz everything wan na life bee https co | Sentiment: Negative
Text: swear matter time go sleep body forever wakes tired | Sentiment: Negative
Text: tired | Sentiment: Negative
Text: watching ellen show | Sentiment: Negative
Text: abdul tired | Sentiment: Negative
Text: support making world better place | Sentiment: Negative
Text: caffeinated happy | Sentiment: Negative
Text: getting close sure anymore really struggeling month broke someone loved much first turned drinking drugs ease pain got quite suicidal got bad make major changes life didnt think going make done absolutely everything pick therapy psychiatrist lexapro quit drinking quit smoking started working started eating right started travelling focused work even started hobbies despite somet feels like nothing helping barely get bed daysi amon verge tears every day difficult anthing even hard write post dont know anymore wake everyday feeling like tortured months driving nuts feeling like cant escape could really use words wisdom right | Sentiment: Positive
Text: tafelzoetstof could would much people around admiring send address cava bar pleaaase | Sentiment: Negative
Text: julieallinson hb | Sentiment: Negative
Text: quit keep grinding still fucking suck life something still fucking suck never gon na get https co | Sentiment: Negative
Text: tired https co | Sentiment: Negative
Text: chorus today makes happy | Sentiment: Negative
Text: want kill | Sentiment: Negative
Text: gerardway great somebody said quot speak right side mouth quot oh random think sweet talking dear | Sentiment: Negative
Text: nerdd pretty sure checking new tweets iphone meeting | Sentiment: Negative
Text: fucking miss probably better without | Sentiment: Negative
Text: visualmadness hehe thanks | Sentiment: Negative
Text: jon stewart loves twitter http www thedailyshow com video index jhtml videoid amp title twitter frenzy | Sentiment: Negative
Text: cannabiscafe father whose daughter committed suicide saying cannabis dangerous instr https co igiybvxzdd | Sentiment: Negative
Text: michigan usa melaynalokosky ravenvanderrave hi know scrambling escape time even save pets family heirlooms lest burn alive know entire towns burned ground hundreds thousands homeless evacuees please take time let know help | Sentiment: Negative
Text: rt tgguide transfact sadly around transgender people bullied school thought attempted suicide ne | Sentiment: Negative
Text: wizbiff need different job gon na chat night cute get | Sentiment: Negative
Text: breatheheavycom jooooordan happy birthdaaaay enjoy day party loot | Sentiment: Negative
Text: thanks photo basibanget | Sentiment: Negative
Text: tool woke rt nfear life hard never thought come onto social media vent talk feelings man life sucks dont want atte | Sentiment: Positive
Text: broke xbox achievements | Sentiment: Negative
Text: megamantv tom wilso nhl capitals play hockey ive gotten penalties like dead play cant go https co | Sentiment: Negative
Text: fuck would put daniel match brock want die sunday | Sentiment: Positive
Text: sure would rebel waiting til follow friday haha | Sentiment: Negative
Text: day researching prices buffet mrs cm friday heard yesterday deal new shop finally progressing | Sentiment: Negative
Text: photojunkie thought said quot looking get shot quot second interested | Sentiment: Negative
Text: marcel perform gim take tour uk show people need | Sentiment: Negative
Text: working listography http plurk com | Sentiment: Negative
Text: tiphainesiovel tell lol | Sentiment: Negative
Text: short stack home away | Sentiment: Negative
Text: going buy slam dunk ticket today | Sentiment: Negative
Text: need guidance mentor father figure guardian angel whatever fuck tell wit https co | Sentiment: Negative
Text: wildchamomille im learning love dont want anymore | Sentiment: Positive
Text: seems like instead hoping live past praying live past really given right every day think disappearing world becoming actual option | Sentiment: Positive
Text: honeylovc love lt | Sentiment: Negative
Text: moonwoodfarm yes gloves pattern made lots gloves looms | Sentiment: Negative
Text: joydaily www youtube com watch videos comment amp suscribe amp follow cheers | Sentiment: Negative
Text: derrenlitten software middle screen used adobe premiere sony vegas amateur video making | Sentiment: Negative
Text: goodbye everybody abusive dad bullying wimp never father figure childhood never getting fuck girls wanted fuck never say anything becausei weak step three tours iraq killed people tried killing saw people kill friends lost legs roadside ed wanted become physician dreams exactly fantasy something achievable spent years prison cops ransacked home found grams weed grow tired wading hell every day ive waiting moment long time ready get job done quick clean fuck place | Sentiment: Positive
Text: itsanimesh got openmoko freerunner android well yay | Sentiment: Negative
Text: bb good morning fellow coffee lover glad know ur us | Sentiment: Negative
Text: polkadotbride slightly damaged begin nothing report | Sentiment: Negative
Text: uxsoup aaaah ty | Sentiment: Negative
Text: admire babar partly great batter prone outside noise admirable unreal pressure shoulders team despaired every bowler used everything stacked yet finds way stay quiet job | Sentiment: Negative
Text: want fucking die someone please kill suck fat first | Sentiment: Positive
Text: rt ebuka akara best stan lee cameo ever https co leoqncbxhg | Sentiment: Negative
Text: lip synching song | Sentiment: Negative
Text: rt ashleysantini go youtube binge watch david dobrik wholeheartedly knowing going sad bc cant marry scotty | Sentiment: Negative
Text: kierra perry reno nv dont want kill want able let people worry feel like never make best choice constantly feel like making wrong choices struggling fucking depressed dont want anymore | Sentiment: Positive
Text: news releases banquet almost done final editing stages | Sentiment: Negative
Text: nikki morris look bemused take alloted hours | Sentiment: Negative
Text: brucelabruce lol thinking moving berlin | Sentiment: Negative
Text: rt elixeon want say cause song charting mean dead stans online care charts way gp | Sentiment: Positive
Text: know hate staying class breaks hearing hormonal teenagers conversations somebody kill please | Sentiment: Negative
Text: lot tweets lost amp miserable always cracked lol life https co hwxcsjozdy | Sentiment: Negative
Text: rt fucking miss probably better without | Sentiment: Negative
Text: rt myonlytaeger knets try describe looks like real life | Sentiment: Negative
Text: timnebergall judgmentcash alexgoodall thanks rt paul | Sentiment: Negative
Text: good day tweeps great day | Sentiment: Negative
Text: everyone follow feed mexican everyday | Sentiment: Negative
Text: wonderful day today | Sentiment: Negative
Text: nicolerichie joelmadden little love tweets cute however aplusk mrskutcher make want vomit | Sentiment: Negative
Text: break people may seem weaker someone eyes https co | Sentiment: Negative
Text: tired everything | Sentiment: Negative
Text: demanded personal satisfaction fucking glorious finally done https co | Sentiment: Negative
Text: rt peopleschoice congratulations harry styles winning people choice award thestylestar pcas https co npz | Sentiment: Negative
Text: rt onespecixl know one enjoys company make everyone miserable everyone better wi | Sentiment: Negative
Text: looking forward upcoming photo shoot work ask mail address chatting makes day fly ur crazy | Sentiment: Negative
Text: wan na tis annoying amp hard day tomorrow | Sentiment: Negative
Text: convinced second talk tonight djugl hoping become regular feature | Sentiment: Negative
Text: secbarbie even figured turkey pretty close iraq | Sentiment: Negative
Text: right laters everyone next bowen treatment gone hours good morning | Sentiment: Negative
Text: post every single time comes across share angry upset emotional still https co mqlqvvplvb | Sentiment: Negative
Text: rt peopleschoice congratulations bts bighit winning people choice award thegroup pcas https co wvyvxzyimp | Sentiment: Negative
Text: joined twitter | Sentiment: Negative
Text: hate going rap zone cause think damn people really hear go oh wel https co | Sentiment: Negative
Text: understand incentivizing companies move https co nrbktpknvr | Sentiment: Negative
Text: diablocody valley girl must watch nic cage randy yum lol | Sentiment: Negative
Text: elliottcable prefer poopdiary meself | Sentiment: Negative
Text: ooh snowboardlite fun app | Sentiment: Negative
Text: ibeatsex imy frankieeeee lt found good books read yet | Sentiment: Negative
Text: checking twitter see heard true | Sentiment: Negative
Text: jhaebets nah aus pc salesy best left sales guys team going aus vegas oct wwpc scene | Sentiment: Negative
Text: missxu penclip soooo cool | Sentiment: Negative
Text: cut wrist end blood | Sentiment: Negative
Text: quot awe everything sees way quot | Sentiment: Negative
Text: totally bought high school musical today meant released tomorrow also bought wii remote charger | Sentiment: Negative
Text: jealousy important person move ahead life keeps toes helps realize | Sentiment: Negative
Text: rt kindfashionny please see need human let die alone amp afraid hurry https co | Sentiment: Negative
Text: knowing damn well hate taking anyways https co frhjvbgkuw | Sentiment: Negative
Text: sociallycubed miss irc culture twitter like mainstream version without trout slapping | Sentiment: Negative
Text: damn crazy life mine | Sentiment: Negative
Text: days feel deeply depressed highly sensitive person diagnosed bipolar depression must annoying dealing wants someone always walk around eggshells simply cant get things quickly diagnosed general anxiety disorder frustrated seem see big picture cant love annoys smug asshole goes sleep perfectly fine even though hurts others lashes others self destruct feel pathetic | Sentiment: Positive
Text: getting ready class much rather sleep | Sentiment: Negative
Text: standing supermarket line thinking feel jump high story building ive read stories fall makes feel alive due sudden surge adrenaline okay lets back supermarket people go thinking ever stop feeling like total zombie got store sit public bus thinking institutionalized tied hospital bed psych wardslol okayi amback busokayi amdealing crap years totally energy remaining job requires working part time home okay job fall asleep immediately last session psych told working medicine tried everything currently low dose ssri benzo real world productivity literally go sometimes drink friends feeling like depersonalized shit begging inside stop talking sometimes power engage conversation | Sentiment: Positive
Text: forgotten much love nokia | Sentiment: Negative
Text: starting day positive attitude great watch greatness | Sentiment: Negative
Text: hey give girl credit trying | Sentiment: Negative
Text: drunken besties stumble room run around sober cj drunk hope knocking doors good times | Sentiment: Negative
Text: dancingbonita quot friggin love quot ron burgundy riding unicorn | Sentiment: Negative
