Text: make lunch | Sentiment: Positive
Text: ozazure trim post photo soon | Sentiment: Positive
Text: pixieguts really call superman save need ya | Sentiment: Positive
Text: hate people facebook try convince get iphone | Sentiment: Positive
Text: vkwheels love fact say like chandler head read kept read saw say quot like chandler quot | Sentiment: Positive
Text: need give big huge massive shout manny hockey scraper expertise amaze intelligence http co | Sentiment: Negative
Text: greyseer decently functional work today | Sentiment: Positive
Text: leave forever miss whatever | Sentiment: Positive
Text: work like crazy | Sentiment: Positive
Text: deinstallation fun wield power drill amp love spreadsheet organization | Sentiment: Positive
Text: buy new read ten commandment business failure softies new friend sew crochet | Sentiment: Positive
Text: care fuck end day come world alone im gon die alone sai http co cuqdomxwlv | Sentiment: Negative
Text: deahq raid drs office know illegal fentanyl thru mail kill people people https co | Sentiment: Negative
Text: go kill tonight lesbian grad student conservative big name school america life shit lonely girls want use sex dont feel love friend ive struggle find dissertation lab invent something professor undergrad shes steal give credit want make sure right way go fucking tired feeling value | Sentiment: Negative
Text: webfreelancer hi hi | Sentiment: Positive
Text: sagebrennan uuuuuuuuggghhhhhh chinese english | Sentiment: Positive
Text: mileycyrus lol conbrainer store thats cute | Sentiment: Positive
Text: want kill | Sentiment: Positive
Text: tire | Sentiment: Positive
Text: electroginge buy mac yay | Sentiment: Positive
Text: childfreeonline yes would pay fly childfree section | Sentiment: Positive
Text: always fuck stress good day day feel like im go fuck lose wouldnt care tho im worthless | Sentiment: Negative
Text: go lilyroseallen keen come june | Sentiment: Positive
Text: today almost kill almost hit truck thank god | Sentiment: Positive
Text: aamelia lot many illegaly download lose haz whatev one tozz email | Sentiment: Positive
Text: good morning tweeterville look forward tweet today make awesome day | Sentiment: Negative
Text: everything | Sentiment: Positive
Text: cookie dough like hey eat raw could make sick realize ready die thing like le | Sentiment: Positive
Text: dont feel right use goal thing look forward every day pass feel worse worse want end already | Sentiment: Negative
Text: want get as do tire living life | Sentiment: Negative
Text: im serious ever dont think gut sadly suicide wouldnt lea http co | Sentiment: Negative
Text: jinjadev watch brick wall jump caffeine rush end | Sentiment: Positive
Text: thousand percent do protocol everything else tire explain give back http co | Sentiment: Negative
Text: rt iamfabrizio sometimes life amp love situation order move ahead give vulnerable amp | Sentiment: Positive
Text: http tr im imng make new fluid icon use amiestreet | Sentiment: Negative
Text: harbars manage fix break moss min save demo well do spbpuk | Sentiment: Positive
Text: rainbowdarling lol grumpy bitter | Sentiment: Positive
Text: imaginary girlfriend want nft xmas buying | Sentiment: Positive
Text: want something eat cant decide shortstack home away hi torus | Sentiment: Negative
Text: rt tameramowrytwo happy birthday aden alaina excite come birthday party say buddy life | Sentiment: Positive
Text: http twitpic com boyfriend tom birthday night | Sentiment: Negative
Text: wait take back fuck hate live markham want actually kill damn | Sentiment: Negative
Text: becaus honestly nothing wrong dont know fuck wrong sia feel worthless give http co | Sentiment: Negative
Text: rt vibefeeiings hard time often lead greatest moment life keep faith worth end | Sentiment: Positive
Text: go well show average american try retire die hungry alone | Sentiment: Positive
Text: rt nonwhitehat naming law dead child cynical ploy support law must want kid die li | Sentiment: Positive
Text: harrietlulu weird yesterday think really want listen christmas song strange think | Sentiment: Negative
Text: saw deer backyard bedroom window morning | Sentiment: Positive
Text: rt ruinpeach everyone fight dead wessa kid dead jem go die one day along jessa | Sentiment: Positive
Text: rt one day ill kill suicide note shit like arm kinda chubby bye | Sentiment: Negative
Text: get tired living day every single day | Sentiment: Positive
Text: xxandip uh oh take someone cant spell name im katie hate people put katy | Sentiment: Positive
Text: right nsb archive do dusted ape account date freeland winner sort haha real work | Sentiment: Positive
Text: want stimulate already | Sentiment: Positive
Text: vintage twit thanks offer | Sentiment: Positive
Text: rt speakyourselfsg always hat life always felt like nothing live bts help | Sentiment: Negative
Text: rt uglythxughts im tire everything go life | Sentiment: Positive
Text: drop fuck teaser class yeah want die right https co nbjotshmuw | Sentiment: Negative
Text: failure loser waste life want finally close pathetic story concern debt cant leave family | Sentiment: Negative
Text: get english doneee ahh cant wait till holiday | Sentiment: Positive
Text: tyson smell like cooky | Sentiment: Positive
Text: wait train go ellen fish pie dinz wait moment life | Sentiment: Positive
Text: tikitosca new york please | Sentiment: Positive
Text: tired living college wan na drop work somewhere far away everyone https co | Sentiment: Negative
Text: every damn day hate http co | Sentiment: Negative
Text: eleahbaant sure | Sentiment: Positive
Text: whitneyhess remind quot emotional response quot point delete mail gmail turn face recognition iphoto | Sentiment: Positive
Text: jdickerson www youtube com watch video comment amp suscribe amp follow cheer | Sentiment: Positive
Text: shaileemody thats kill smile flatter | Sentiment: Positive
Text: rapiertwit people say feel expressionistic never hear say pointalistic | Sentiment: Positive
Text: carolw misery love company | Sentiment: Positive
Text: learn twitter beat tax | Sentiment: Positive
Text: fuck end life | Sentiment: Negative
Text: ekalavyab saw smetime back bloody creative | Sentiment: Positive
Text: rt neerajka congratulation everyone buy wiretap could buy stuff easily https co | Sentiment: Negative
Text: wasim tire everything | Sentiment: Positive
Text: want able focus solve problem worrying might say do | Sentiment: Negative
Text: sex dream least favorite dream like always weird appear nowhere think http co | Sentiment: Negative
Text: guy look cube edh fun xion kingdomhearts profile pic resemblance | Sentiment: Positive
Text: im go fuck kill cuz purpose earth cuz everything wan na life bee http co | Sentiment: Negative
Text: swear matter time go sleep body forever wake tired | Sentiment: Positive
Text: tire | Sentiment: Positive
Text: watch ellen show | Sentiment: Positive
Text: abdul tire | Sentiment: Positive
Text: support make world better place | Sentiment: Positive
Text: caffeinated happy | Sentiment: Positive
Text: get close sure anymore really struggeling month break someone love much first turn drink drug ease pain get quite suicidal get bad make major change life didnt think go make do absolutely everything pick therapy psychiatrist lexapro quit drinking quit smoking start work start eat right start travel focused work even start hobby despite somet feel like nothing help barely get bed daysi amon verge tear every day difficult anthing even hard write post dont know anymore wake everyday feeling like tortured month drive nut feel like cant escape could really use word wisdom right | Sentiment: Negative
Text: tafelzoetstof could would much people around admire send address cava bar pleaaase | Sentiment: Positive
Text: julieallinson hb | Sentiment: Positive
Text: quit keep grinding still fuck suck life something still fuck suck never gon na get https co | Sentiment: Negative
Text: tire http co | Sentiment: Negative
Text: chorus today make happy | Sentiment: Positive
Text: want kill | Sentiment: Positive
Text: gerardway great somebody say quot speak right side mouth quot oh random think sweet talk dear | Sentiment: Positive
Text: nerdd pretty sure check new tweet iphone meeting | Sentiment: Positive
Text: fuck miss probably better without | Sentiment: Negative
Text: visualmadness hehe thanks | Sentiment: Positive
Text: jon stewart love twitter http www thedailyshow com video index jhtml videoid amp title twitter frenzy | Sentiment: Negative
Text: cannabiscafe father whose daughter commit suicide say cannabis dangerous instr http co igiybvxzdd | Sentiment: Negative
Text: michigan usa melaynalokosky ravenvanderrave hi know scramble escape time even save pet family heirloom lest burn alive know entire town burn ground hundred thousand homeless evacuee please take time let know help | Sentiment: Positive
Text: rt tgguide transfact sadly around transgender people bully school thought attempt suicide ne | Sentiment: Positive
Text: wizbiff need different job gon na chat night cute get | Sentiment: Positive
Text: breatheheavycom jooooordan happy birthdaaaay enjoy day party loot | Sentiment: Positive
Text: thanks photo basibanget | Sentiment: Positive
Text: tool wake rt nfear life hard never think come onto social medium vent talk feeling man life suck dont want atte | Sentiment: Negative
Text: broke xbox achievement | Sentiment: Positive
Text: megamantv tom wilso nhl capital play hockey ive gotten penalty like dead play cant go http co | Sentiment: Negative
Text: fuck would put daniel match brock want die sunday | Sentiment: Negative
Text: sure would rebel wait til follow friday haha | Sentiment: Positive
Text: day research price buffet mrs cm friday hear yesterday deal new shop finally progress | Sentiment: Positive
Text: photojunkie thought say quot look get shot quot second interested | Sentiment: Positive
Text: marcel perform gim take tour uk show people need | Sentiment: Positive
Text: work listography http plurk com | Sentiment: Negative
Text: tiphainesiovel tell lol | Sentiment: Positive
Text: short stack home away | Sentiment: Positive
Text: go buy slam dunk ticket today | Sentiment: Positive
Text: need guidance mentor father figure guardian angel whatever fuck tell wit http co | Sentiment: Negative
Text: wildchamomille im learn love dont want anymore | Sentiment: Negative
Text: seem like instead hop live past pray live past really give right every day think disappear world become actual option | Sentiment: Negative
Text: honeylovc love lt | Sentiment: Positive
Text: moonwoodfarm yes glove pattern make lot glove loom | Sentiment: Positive
Text: joydaily www youtube com watch video comment amp suscribe amp follow cheer | Sentiment: Positive
Text: derrenlitten software middle screen use adobe premiere sony vega amateur video making | Sentiment: Positive
Text: goodbye everybody abusive dad bully wimp never father figure childhood never get fuck girl want fuck never say anything becausei weak step three tour iraq kill people try kill saw people kill friend lose legs roadside ed want become physician dream exactly fantasy something achievable spent year prison cop ransack home find gram weed grow tired wading hell every day ive wait moment long time ready get job do quick clean fuck place | Sentiment: Negative
Text: itsanimesh get openmoko freerunner android well yay | Sentiment: Positive
Text: bb good morning fellow coffee lover glad know ur u | Sentiment: Positive
Text: polkadotbride slightly damage begin nothing report | Sentiment: Positive
Text: uxsoup aaaah ty | Sentiment: Positive
Text: admire babar partly great batter prone outside noise admirable unreal pressure shoulder team despair every bowler use everything stack yet finds way stay quiet job | Sentiment: Positive
Text: want fucking die someone please kill suck fat first | Sentiment: Negative
Text: rt ebuka akara best stan lee cameo ever https co leoqncbxhg | Sentiment: Negative
Text: lip synching song | Sentiment: Positive
Text: rt ashleysantini go youtube binge watch david dobrik wholeheartedly know go sad bc cant marry scotty | Sentiment: Positive
Text: kierra perry reno nv dont want kill want able let people worry feel like never make best choice constantly feel like make wrong choice struggle fuck depressed dont want anymore | Sentiment: Negative
Text: news release banquet almost do final editing stage | Sentiment: Positive
Text: nikki morris look bemuse take alloted hour | Sentiment: Positive
Text: brucelabruce lol think move berlin | Sentiment: Positive
Text: rt elixeon want say cause song chart mean dead stans online care chart way gp | Sentiment: Negative
Text: know hate stay class break hear hormonal teenager conversation somebody kill please | Sentiment: Positive
Text: lot tweet lose amp miserable always crack lol life http co hwxcsjozdy | Sentiment: Negative
Text: rt fuck miss probably better without | Sentiment: Negative
Text: rt myonlytaeger knets try describe look like real life | Sentiment: Positive
Text: timnebergall judgmentcash alexgoodall thanks rt paul | Sentiment: Positive
Text: good day tweeps great day | Sentiment: Positive
Text: everyone follow feed mexican everyday | Sentiment: Positive
Text: wonderful day today | Sentiment: Positive
Text: nicolerichie joelmadden little love tweet cute however aplusk mrskutcher make want vomit | Sentiment: Negative
Text: break people may seem weaker someone eye https co | Sentiment: Negative
Text: tire everything | Sentiment: Positive
Text: demanded personal satisfaction fuck glorious finally do http co | Sentiment: Negative
Text: rt peopleschoice congratulation harry style win people choice award thestylestar pcas http co npz | Sentiment: Negative
Text: rt onespecixl know one enjoy company make everyone miserable everyone better wi | Sentiment: Positive
Text: look forward upcoming photo shoot work ask mail address chat make day fly ur crazy | Sentiment: Positive
Text: wan na ti annoy amp hard day tomorrow | Sentiment: Positive
Text: convince second talk tonight djugl hop become regular feature | Sentiment: Positive
Text: secbarbie even figure turkey pretty close iraq | Sentiment: Positive
Text: right laters everyone next bowen treatment go hour good morning | Sentiment: Positive
Text: post every single time come across share angry upset emotional still https co mqlqvvplvb | Sentiment: Negative
Text: rt peopleschoice congratulation bts bighit win people choice award thegroup pcas http co wvyvxzyimp | Sentiment: Negative
Text: join twitter | Sentiment: Positive
Text: hate go rap zone cause think damn people really hear go oh wel http co | Sentiment: Negative
Text: understand incentivizing company move http co nrbktpknvr | Sentiment: Negative
Text: diablocody valley girl must watch nic cage randy yum lol | Sentiment: Positive
Text: elliottcable prefer poopdiary meself | Sentiment: Positive
Text: ooh snowboardlite fun app | Sentiment: Positive
Text: ibeatsex imy frankieeeee lt find good book read yet | Sentiment: Positive
Text: check twitter see heard true | Sentiment: Positive
Text: jhaebets nah aus pc salesy best leave sale guy team go aus vega oct wwpc scene | Sentiment: Positive
Text: missxu penclip soooo cool | Sentiment: Positive
Text: cut wrist end blood | Sentiment: Positive
Text: quot awe everything see way quot | Sentiment: Positive
Text: totally bought high school musical today mean release tomorrow also buy wii remote charger | Sentiment: Positive
Text: jealousy important person move ahead life keep toe help realize | Sentiment: Positive
Text: rt kindfashionny please see need human let die alone amp afraid hurry http co | Sentiment: Negative
Text: know damn well hate take anyways https co frhjvbgkuw | Sentiment: Negative
Text: sociallycubed miss irc culture twitter like mainstream version without trout slap | Sentiment: Positive
Text: damn crazy life mine | Sentiment: Positive
Text: day feel deeply depress highly sensitive person diagnose bipolar depression must annoy deal want someone always walk around eggshell simply cant get thing quickly diagnose general anxiety disorder frustrate seem see big picture cant love annoy smug asshole go sleep perfectly fine even though hurt others lash others self destruct feel pathetic | Sentiment: Negative
Text: get ready class much rather sleep | Sentiment: Positive
Text: stand supermarket line think feel jump high story build ive read story fall make feel alive due sudden surge adrenaline okay let back supermarket people go think ever stop feeling like total zombie get store sit public bus think institutionalize tied hospital bed psych wardslol okayi amback busokayi amdealing crap year totally energy remain job require work part time home okay job fall asleep immediately last session psych tell work medicine try everything currently low dose ssri benzo real world productivity literally go sometimes drink friend feel like depersonalize shit beg inside stop talk sometimes power engage conversation | Sentiment: Negative
Text: forgotten much love nokia | Sentiment: Positive
Text: start day positive attitude great watch greatness | Sentiment: Positive
Text: hey give girl credit try | Sentiment: Positive
Text: drunken besties stumble room run around sober cj drunk hope knock door good time | Sentiment: Positive
Text: dancingbonita quot friggin love quot ron burgundy rid unicorn | Sentiment: Positive
