Text: making lunch | Sentiment: Positive
Text: squishynoms get mumps thankfully life spared woop | Sentiment: Positive
Text: wan na fucking sleep never wake ever | Sentiment: Positive
Text: messi tired | Sentiment: Positive
Text: rt waynerooney congratulations joe cole brilliant career enjoy retirement mate https co | Sentiment: Negative
Text: rt iriswestallens want remind without iris barry allen would dead right useless right theflash | Sentiment: Positive
Text: thefemgeek interesting asking question | Sentiment: Positive
Text: markgeollli pls bring image mind ready die | Sentiment: Positive
Text: mummyofmany home made brownies | Sentiment: Positive
Text: hi chew literally best fucking candy ever | Sentiment: Positive
Text: think live sexually abused years take one second reliving feeling hands body would rather take life live guilt shame feel tell anyone happened feel like going insane | Sentiment: Positive
Text: love new song chorus real nice catchy gud job track recording jordan | Sentiment: Positive
Text: ended hospital suicide attempt heart messed wont let leave medically stable go psych hospital sure work | Sentiment: Positive
Text: ergo dreams would crushed would work dead end job rest life let forms https co qypihvqkmk | Sentiment: Negative
Text: mykitchenstore planning first one year egg hunt | Sentiment: Positive
Text: quite bored reallyyy phone baby | Sentiment: Positive
Text: rt deepee xo fun amp games throwing hotcheetos https co | Sentiment: Negative
Text: easter egg without calories http www etsy com view listing php listing id | Sentiment: Positive
Text: missgc yeah seen reply congrats dear must happy | Sentiment: Positive
Text: dandad beautifully designed fully accessible html website | Sentiment: Positive
Text: missed chance love death cant come fast enough iq thats percentile also ms ba top ten schools cant figure somehow old attract someone attracted behind ivy graduate years old temp position enough make worth something tired loved envy attention women get dont think ever wanted like good enough | Sentiment: Negative
Text: hughsbeautiful gon na awesome eeek one week | Sentiment: Positive
Text: raikb tired everything | Sentiment: Positive
Text: feeling happy giant box chocolates arrived morning easter wonderful underrated holiday | Sentiment: Positive
Text: wolfgirl may wait longer waiting someone ask lol | Sentiment: Positive
Text: got back sweltering morning covering cowboys preseason training air con office broken https co | Sentiment: Negative
Text: theschwasound feraljokes fuck somebody come kill please | Sentiment: Positive
Text: capnskulduggery oh dear nearly bedtime least sure tomorrow better urge hibernate got work | Sentiment: Positive
Text: ozazure trimmed post photos soon | Sentiment: Positive
Text: pixieguts really call superman save need ya | Sentiment: Positive
Text: hates people facebook trying convince get iphone | Sentiment: Positive
Text: vkwheels love fact said like chandler head read kept reading saw say quot like chandler quot | Sentiment: Positive
Text: need give big huge massive shout manny hockey scraper expertise amazing intelligence https co | Sentiment: Negative
Text: greyseer decently functional work today | Sentiment: Positive
Text: leaving forever miss whatever | Sentiment: Positive
Text: working like crazy | Sentiment: Positive
Text: deinstallation fun wielding power drills amp love spreadsheet organization | Sentiment: Positive
Text: bought new reads ten commandments business failure softies new friends sew crochet | Sentiment: Positive
Text: care fuck end day came world alone im gon die alone sai https co cuqdomxwlv | Sentiment: Negative
Text: deahq raid drs offices know illegal fentanyl thru mail killing people people https co | Sentiment: Negative
Text: going kill tonight lesbian grad student conservative big name school america life shit lonely girls want use sex dont feel loved friends ive struggling find dissertation lab invented something professor undergrad shes stealing giving credit want make sure right way gone fucking tired feeling valued | Sentiment: Negative
Text: webfreelancer hi hi | Sentiment: Positive
Text: sagebrennan uuuuuuuuggghhhhhh chinese english | Sentiment: Positive
Text: mileycyrus lol conbrainer store thats cute | Sentiment: Positive
Text: want kill | Sentiment: Positive
Text: tired | Sentiment: Positive
Text: electroginge buy mac yay | Sentiment: Positive
Text: childfreeonline yes would pay fly childfree section | Sentiment: Positive
Text: always fucking stressing good day day feel like im going fucking lose wouldnt care tho im worthless | Sentiment: Positive
Text: going lilyroseallen keen come june | Sentiment: Positive
Text: today almost kill almost hit truck thank god | Sentiment: Positive
Text: aamelia lots many illegaly downloaded lost haz whatev ones tozz emails | Sentiment: Positive
Text: good morning tweeterville looking forward tweets today make awesome day | Sentiment: Positive
Text: everything | Sentiment: Positive
Text: cookie dough like hey eat raw could make sick realizing ready die things liked less | Sentiment: Positive
Text: dont feel right used goals things looked forward every day passes feel worse worse want end already | Sentiment: Positive
Text: want get ass done tired living life | Sentiment: Positive
Text: im serious ever dont think guts sadly suicide wouldnt lea https co | Sentiment: Negative
Text: jinjadev watch brick wall jumps caffeine rush ends | Sentiment: Positive
Text: thousand percent done protocols everything else tired explaining giving back https co | Sentiment: Negative
Text: rt iamfabrizio sometimes life amp love situations order move ahead give vulnerable amp | Sentiment: Positive
Text: http tr im imng made new fluid icon use amiestreet | Sentiment: Positive
Text: harbars managed fix broken moss min save demo well done spbpuk | Sentiment: Positive
Text: rainbowdarling lol grumpy bitter | Sentiment: Positive
Text: imaginary girlfriend wants nft xmas buying | Sentiment: Positive
Text: wants something eat cant decide shortstack home away hi tori | Sentiment: Positive
Text: rt tameramowrytwo happy birthday aden alaina excited come birthday party said buddy lives | Sentiment: Positive
Text: http twitpic com boyfriend tom birthday night | Sentiment: Positive
Text: wait take back fucking hate living markham want actually kill damn | Sentiment: Positive
Text: becaus honestly nothing wrong dont know fuck wrong sia feel worthless gave https co | Sentiment: Negative
Text: rt vibefeeiings hardest times often lead greatest moments life keep faith worth end | Sentiment: Positive
Text: goes well show average american trying retire die hungry alone | Sentiment: Positive
Text: rt nonwhitehat naming laws dead children cynical ploy support law must want kids die li | Sentiment: Positive
Text: harrietlulu weird yesterday thinking really wanted listen christmas songs strange think | Sentiment: Positive
Text: saw deer backyard bedroom window morning | Sentiment: Positive
Text: rt ruinpeach everyone fighting dead wessa kids dead jem going die one day along jessa | Sentiment: Positive
Text: rt one day ill kill suicide note shit like arms kinda chubby bye | Sentiment: Positive
Text: getting tired living day every single day | Sentiment: Positive
Text: xxandip uh oh take someone cant spell name im katie hate people put katy | Sentiment: Positive
Text: right nsb archive done dusted ape accounts date freeland winner sorted haha real work | Sentiment: Positive
Text: wants stimulated already | Sentiment: Positive
Text: vintage twit thanks offer | Sentiment: Positive
Text: rt speakyourselfsg always hated life always felt like nothing live bts helped | Sentiment: Positive
Text: rt uglythxughts im tired everything going life | Sentiment: Positive
Text: dropped fucking teasers class yeah want die right https co nbjotshmuw | Sentiment: Negative
Text: failure loser waste life want finally close pathetic story concern debt cant leave family | Sentiment: Positive
Text: getting english doneee ahh cant wait till holidays | Sentiment: Positive
Text: tyson smells like cookies | Sentiment: Positive
Text: waiting train go ellen fish pie dinz waiting moment life | Sentiment: Positive
Text: tikitosca new york please | Sentiment: Positive
Text: tired living college wan na drop work somewhere far away everyone https co | Sentiment: Negative
Text: every damn day hate https co | Sentiment: Negative
Text: eleahbaant sure | Sentiment: Positive
Text: whitneyhess reminds quot emotional response quot point deleting mails gmail turn face recognition iphoto | Sentiment: Positive
Text: jdickerson www youtube com watch videos comment amp suscribe amp follow cheers | Sentiment: Positive
Text: shaileemody thats killing smile flattered | Sentiment: Positive
Text: rapiertwit people say feel expressionistic never heard say pointalistic | Sentiment: Positive
Text: carolw misery loves company | Sentiment: Positive
Text: learning twitter beats taxes | Sentiment: Positive
Text: fucking end life | Sentiment: Positive
Text: ekalavyab saw smetime back bloody creative | Sentiment: Positive
Text: rt neerajka congratulations everyone bought wiretap could buy stuff easily https co | Sentiment: Negative
Text: wasim tired everything | Sentiment: Positive
Text: want able focus solving problem worrying might said done | Sentiment: Positive
Text: sex dreams least favorite dreams like always weird appear nowhere think https co | Sentiment: Negative
Text: guys look cube edh fun xion kingdomhearts profile pic resemblance | Sentiment: Positive
Text: im going fucking kill cuz purpose earth cuz everything wan na life bee https co | Sentiment: Negative
Text: swear matter time go sleep body forever wakes tired | Sentiment: Positive
Text: tired | Sentiment: Positive
Text: watching ellen show | Sentiment: Positive
Text: abdul tired | Sentiment: Positive
Text: support making world better place | Sentiment: Positive
Text: caffeinated happy | Sentiment: Positive
Text: getting close sure anymore really struggeling month broke someone loved much first turned drinking drugs ease pain got quite suicidal got bad make major changes life didnt think going make done absolutely everything pick therapy psychiatrist lexapro quit drinking quit smoking started working started eating right started travelling focused work even started hobbies despite somet feels like nothing helping barely get bed daysi amon verge tears every day difficult anthing even hard write post dont know anymore wake everyday feeling like tortured months driving nuts feeling like cant escape could really use words wisdom right | Sentiment: Negative
Text: tafelzoetstof could would much people around admiring send address cava bar pleaaase | Sentiment: Positive
Text: julieallinson hb | Sentiment: Positive
Text: quit keep grinding still fucking suck life something still fucking suck never gon na get https co | Sentiment: Negative
Text: tired https co | Sentiment: Negative
Text: chorus today makes happy | Sentiment: Positive
Text: want kill | Sentiment: Positive
Text: gerardway great somebody said quot speak right side mouth quot oh random think sweet talking dear | Sentiment: Positive
Text: nerdd pretty sure checking new tweets iphone meeting | Sentiment: Positive
Text: fucking miss probably better without | Sentiment: Positive
Text: visualmadness hehe thanks | Sentiment: Positive
Text: jon stewart loves twitter http www thedailyshow com video index jhtml videoid amp title twitter frenzy | Sentiment: Positive
Text: cannabiscafe father whose daughter committed suicide saying cannabis dangerous instr https co igiybvxzdd | Sentiment: Negative
Text: michigan usa melaynalokosky ravenvanderrave hi know scrambling escape time even save pets family heirlooms lest burn alive know entire towns burned ground hundreds thousands homeless evacuees please take time let know help | Sentiment: Positive
Text: rt tgguide transfact sadly around transgender people bullied school thought attempted suicide ne | Sentiment: Positive
Text: wizbiff need different job gon na chat night cute get | Sentiment: Positive
Text: breatheheavycom jooooordan happy birthdaaaay enjoy day party loot | Sentiment: Positive
Text: thanks photo basibanget | Sentiment: Positive
Text: tool woke rt nfear life hard never thought come onto social media vent talk feelings man life sucks dont want atte | Sentiment: Positive
Text: broke xbox achievements | Sentiment: Positive
Text: megamantv tom wilso nhl capitals play hockey ive gotten penalties like dead play cant go https co | Sentiment: Negative
Text: fuck would put daniel match brock want die sunday | Sentiment: Positive
Text: sure would rebel waiting til follow friday haha | Sentiment: Positive
Text: day researching prices buffet mrs cm friday heard yesterday deal new shop finally progressing | Sentiment: Positive
Text: photojunkie thought said quot looking get shot quot second interested | Sentiment: Positive
Text: marcel perform gim take tour uk show people need | Sentiment: Positive
Text: working listography http plurk com | Sentiment: Positive
Text: tiphainesiovel tell lol | Sentiment: Positive
Text: short stack home away | Sentiment: Positive
Text: going buy slam dunk ticket today | Sentiment: Positive
Text: need guidance mentor father figure guardian angel whatever fuck tell wit https co | Sentiment: Negative
Text: wildchamomille im learning love dont want anymore | Sentiment: Positive
Text: seems like instead hoping live past praying live past really given right every day think disappearing world becoming actual option | Sentiment: Positive
Text: honeylovc love lt | Sentiment: Positive
Text: moonwoodfarm yes gloves pattern made lots gloves looms | Sentiment: Positive
Text: joydaily www youtube com watch videos comment amp suscribe amp follow cheers | Sentiment: Positive
Text: derrenlitten software middle screen used adobe premiere sony vegas amateur video making | Sentiment: Positive
Text: goodbye everybody abusive dad bullying wimp never father figure childhood never getting fuck girls wanted fuck never say anything becausei weak step three tours iraq killed people tried killing saw people kill friends lost legs roadside ed wanted become physician dreams exactly fantasy something achievable spent years prison cops ransacked home found grams weed grow tired wading hell every day ive waiting moment long time ready get job done quick clean fuck place | Sentiment: Negative
Text: itsanimesh got openmoko freerunner android well yay | Sentiment: Positive
Text: bb good morning fellow coffee lover glad know ur us | Sentiment: Positive
Text: polkadotbride slightly damaged begin nothing report | Sentiment: Positive
Text: uxsoup aaaah ty | Sentiment: Positive
Text: admire babar partly great batter prone outside noise admirable unreal pressure shoulders team despaired every bowler used everything stacked yet finds way stay quiet job | Sentiment: Positive
Text: want fucking die someone please kill suck fat first | Sentiment: Positive
Text: rt ebuka akara best stan lee cameo ever https co leoqncbxhg | Sentiment: Negative
Text: lip synching song | Sentiment: Positive
Text: rt ashleysantini go youtube binge watch david dobrik wholeheartedly knowing going sad bc cant marry scotty | Sentiment: Positive
Text: kierra perry reno nv dont want kill want able let people worry feel like never make best choice constantly feel like making wrong choices struggling fucking depressed dont want anymore | Sentiment: Negative
Text: news releases banquet almost done final editing stages | Sentiment: Positive
Text: nikki morris look bemused take alloted hours | Sentiment: Positive
Text: brucelabruce lol thinking moving berlin | Sentiment: Positive
Text: rt elixeon want say cause song charting mean dead stans online care charts way gp | Sentiment: Positive
Text: know hate staying class breaks hearing hormonal teenagers conversations somebody kill please | Sentiment: Positive
Text: lot tweets lost amp miserable always cracked lol life https co hwxcsjozdy | Sentiment: Negative
Text: rt fucking miss probably better without | Sentiment: Positive
Text: rt myonlytaeger knets try describe looks like real life | Sentiment: Positive
Text: timnebergall judgmentcash alexgoodall thanks rt paul | Sentiment: Positive
Text: good day tweeps great day | Sentiment: Positive
Text: everyone follow feed mexican everyday | Sentiment: Positive
Text: wonderful day today | Sentiment: Positive
Text: nicolerichie joelmadden little love tweets cute however aplusk mrskutcher make want vomit | Sentiment: Positive
Text: break people may seem weaker someone eyes https co | Sentiment: Negative
Text: tired everything | Sentiment: Positive
Text: demanded personal satisfaction fucking glorious finally done https co | Sentiment: Negative
Text: rt peopleschoice congratulations harry styles winning people choice award thestylestar pcas https co npz | Sentiment: Negative
Text: rt onespecixl know one enjoys company make everyone miserable everyone better wi | Sentiment: Positive
Text: looking forward upcoming photo shoot work ask mail address chatting makes day fly ur crazy | Sentiment: Positive
Text: wan na tis annoying amp hard day tomorrow | Sentiment: Positive
Text: convinced second talk tonight djugl hoping become regular feature | Sentiment: Positive
Text: secbarbie even figured turkey pretty close iraq | Sentiment: Positive
Text: right laters everyone next bowen treatment gone hours good morning | Sentiment: Positive
Text: post every single time comes across share angry upset emotional still https co mqlqvvplvb | Sentiment: Negative
Text: rt peopleschoice congratulations bts bighit winning people choice award thegroup pcas https co wvyvxzyimp | Sentiment: Negative
Text: joined twitter | Sentiment: Positive
Text: hate going rap zone cause think damn people really hear go oh wel https co | Sentiment: Negative
Text: understand incentivizing companies move https co nrbktpknvr | Sentiment: Negative
Text: diablocody valley girl must watch nic cage randy yum lol | Sentiment: Positive
Text: elliottcable prefer poopdiary meself | Sentiment: Positive
Text: ooh snowboardlite fun app | Sentiment: Positive
Text: ibeatsex imy frankieeeee lt found good books read yet | Sentiment: Positive
Text: checking twitter see heard true | Sentiment: Positive
Text: jhaebets nah aus pc salesy best left sales guys team going aus vegas oct wwpc scene | Sentiment: Positive
Text: missxu penclip soooo cool | Sentiment: Positive
Text: cut wrist end blood | Sentiment: Positive
Text: quot awe everything sees way quot | Sentiment: Positive
Text: totally bought high school musical today meant released tomorrow also bought wii remote charger | Sentiment: Positive
Text: jealousy important person move ahead life keeps toes helps realize | Sentiment: Positive
Text: rt kindfashionny please see need human let die alone amp afraid hurry https co | Sentiment: Negative
Text: knowing damn well hate taking anyways https co frhjvbgkuw | Sentiment: Negative
Text: sociallycubed miss irc culture twitter like mainstream version without trout slapping | Sentiment: Positive
Text: damn crazy life mine | Sentiment: Positive
Text: days feel deeply depressed highly sensitive person diagnosed bipolar depression must annoying dealing wants someone always walk around eggshells simply cant get things quickly diagnosed general anxiety disorder frustrated seem see big picture cant love annoys smug asshole goes sleep perfectly fine even though hurts others lashes others self destruct feel pathetic | Sentiment: Positive
Text: getting ready class much rather sleep | Sentiment: Positive
Text: standing supermarket line thinking feel jump high story building ive read stories fall makes feel alive due sudden surge adrenaline okay lets back supermarket people go thinking ever stop feeling like total zombie got store sit public bus thinking institutionalized tied hospital bed psych wardslol okayi amback busokayi amdealing crap years totally energy remaining job requires working part time home okay job fall asleep immediately last session psych told working medicine tried everything currently low dose ssri benzo real world productivity literally go sometimes drink friends feeling like depersonalized shit begging inside stop talking sometimes power engage conversation | Sentiment: Negative
Text: forgotten much love nokia | Sentiment: Positive
Text: starting day positive attitude great watch greatness | Sentiment: Positive
Text: hey give girl credit trying | Sentiment: Positive
Text: drunken besties stumble room run around sober cj drunk hope knocking doors good times | Sentiment: Positive
Text: dancingbonita quot friggin love quot ron burgundy riding unicorn | Sentiment: Positive
